Job Title,Company Name,Job Location,Job Description,Job Link
SIEM SENIOR SUSTAINING SOFTWARE ENGINEER,McAfee Software (India) Pvt. Ltd4.1(85 Reviews),Bengaluru,"
   
 
    Role Overview:    
    McAfee is looking for a Senior Sustaining Software Engineer to join our SIEM team to help build and deliver market-leading enterprise security solutions. You and your agile teammates of software engineers and software development engineers in test (SDET) will use new technology in the development of creative new solutions to complex security challenges.  
    About the Role:      Design quality, maintenance, and production support of data processing pipelines and systems (Real-time and batch)   Ensuring data processing pipelines and systems are: secure, reliable, fault-tolerant, scalable, accurate and efficient   Perform data analysis and provide extracts on complex data sets   Achieve automated functional tests on data processing pipelines and systems   Full participation in the assigned Agile team (e.g., standups, planning, peer reviews)   Collaborate within and outside assigned Agile team   Seek opportunities to improve skills.   Identify roadblocks.   Evaluate and suggest alternatives.   Accommodate frequent interruptions and changing priorities.   You will report to Engineering Manager.      About You:       5+ years of professional software development experience    Experience Computer Science fundamentals   Experience with test-driven development and automated testing frameworks.   Experience with Scrum/Agile development methodologies.   Experience with infrastructure automation technologies like Docker, Vagrant.E   Experience with modern programming languages like C, C++, Java, Python, etc.   Experience with building APIs and services using REST, SOAP, etc.   Experience with scripting languages like Shell, etc.   Experience with Pascal!   Work with technologies like Hadoop, Hive, Pig, Oozie, Map Reduce, Spark, Sqoop, Kafka, Flume, etc.!     
 
           
McAfee Software (India) Pvt. Ltd",https://www.naukri.com/job-listings-siem-senior-sustaining-software-engineer-mcafee-software-india-pvt-ltd-bengaluru-bangalore-5-to-9-years-010620500722?src=jobsearchDesk&sid=1591974406629618&xp=17&px=5
Software Engineer,BD4.2(37 Reviews),Bengaluru,"
  Job Description Summary    The FrontEnd Engineer is a technical position responsible for Web FrontEnd Engineer role for products being developed for advancements in medication preparation and delivery.   The responsibilities can include but are not limited to: contributing to FrontEnd Web Applications design and development for Medical Device/ Health IT SW Product ; implementation of web application components and features as part of Agile scrum teams and integration and verification of implementation via unit, functional and integration testing.   The individual would have responsibility for working closely with Cross Functional team members and other member of SW teams to understand requirements and SW Architecture for design and development Web Applications and features for OnPrem and Hosted SW deployments of applications and services in a fast-paced, high-demand Windows Server environment.   Minimum Qualifications:   4-year Bachelor s Degree in Computer Science/Engineering or Electronics/Electrical Engineering. Other majors considered will be MSc. in MIS, Applied Math, Masters in Computer Applications   A minimum of 4 years of post-educational professional experience in Medical Device Software Development.   Hands on experience in working closely with other SW Team members, backend developers to provide Web application development using ASP.Net and ASP.Net Core platform.   Hands on Experience in implementing and maintaining responsive web applications using MVC architecture and responsive client side web development technologies on ASP.net and ASP.net Core platform.   Hands on Experience working with JQuery, Typescript, JavaScript, CSS , HTML and BootStrap.   Experience developing Functional Unit and Integration Tests/Mocks for developed components.   Hands on Experience with consuming of backend services and data service components in a reliable and fault tolerant way.   Hands on Experience working with dev and API tools like Swagger, Postman and Chrome Dev Tools.   Hands on experience working with Virtualized and Containerized deployments.   Hands on experience working with Relational Database systems e.g. Microsoft SQL Server and/or Postgres.   Hands on experience working with C# unit testing frameworks e.g. nUnit, MSTest or xUnit.net.   Strongly desired to have worked with refactoring of existing web components and modules to sub-components and modules.   Ability to generate technical documentation for design capture   Working knowledge of applicable standards for medical devices: FDA QSR, ISO 13485, ISO 14971.   Experience with Software Maturity Models and Agile Scrum methodologies.   Desired Qualifications:   Master s Degree in Computer Science/Engineering or Electronics/Electrical Engineering. Other majors considered will be Masters degrees in MIS, Applied Math and Computer Applications   5+ years of professional experience.   Previous experience with Intended Use Validation in Medical device SW development environment.   Competencies:   Excellent written & verbal communication skills   Self-directed with the ability to learn and adapt quickly to new technologies and trends    Job Description      4-year Bachelor s Degree in Computer Science/Engineering or Electronics/Electrical Engineering. Other majors considered will be MSc. in MIS, Applied Math, Masters in Computer Applications     A minimum of 4 years of post-educational professional experience in Medical Device Software Development.     Hands on experience in working closely with other SW Team members, backend developers to provide Web application development using ASP.Net and ASP.Net Core platform.     Hands on Experience in implementing and maintaining responsive web applications using MVC architecture and responsive client side web development technologies on ASP.net and ASP.net Core platform.     Hands on Experience working with JQuery, Typescript, JavaScript, CSS , HTML and BootStrap.     Experience developing Functional Unit and Integration Tests/Mocks for developed components.     Hands on Experience with consuming of backend services and data service components in a reliable and fault tolerant way.     Hands on Experience working with dev and API tools like Swagger, Postman and Chrome Dev Tools.     Hands on experience working with Virtualized and Containerized deployments.     Hands on experience working with Relational Database systems e.g. Microsoft SQL Server and/or Postgres.     Hands on experience working with C# unit testing frameworks e.g. nUnit, MSTest or xUnit.net.     Strongly desired to have worked with refactoring of existing web components and modules to sub-components and modules.     Ability to generate technical documentation for design capture     Working knowledge of applicable standards for medical devices: FDA QSR, ISO 13485, ISO 14971.     Experience with Software Maturity Models and Agile Scrum methodologies.      Master s Degree in Computer Science/Engineering or Electronics/Electrical Engineering. Other majors considered will be Masters degrees in MIS, Applied Math and Computer Applications    5+ years of professional experience.    Previous experience with Intended Use Validation in Medical device SW development environment.    Excellent written & verbal communication skills    Self-directed with the ability to learn and adapt quickly to new technologies and trends  
BD is a global medical technology company that is advancing the world of health by improving medical discovery, diagnostics and the delivery of care. BD leads in patient and health care worker safety and the technologies that enable medical research and clinical laboratories. The company provides innovative solutions that help advance cellular studies and genomics, enhance the diagnosis of infectious disease and cancer, improve medication management, promote infection prevention, equip surgical and interventional procedures, optimize respiratory care and support the management of diabetes. The company partners with organizations around the world to address some of the most challenging global health issues. BD has more than 45,000 associates across 50 countries who work in close collaboration with customers and partners to help enhance outcomes, lower health care delivery costs, increase efficiencies, improve health care safety and expand access to health.",https://www.naukri.com/job-listings-software-engineer-bd-bengaluru-bangalore-5-to-10-years-010620500539?src=jobsearchDesk&sid=1591974406629618&xp=18&px=5
Senior Software Engineer,BD4.2(37 Reviews),Bengaluru,"
  Job Description Summary    The BackEnd Engineer is a technical position responsible for BackEnd Engineer role for products being developed for advancements in medication preparation and delivery.    Job Description    The responsibilities can include but are not limited to: contributing to design and development of BackEnd Components and Services for Medical Device/ Health IT SW Product ; implementation of backend services, features , components as part of Agile scrum teams and integration and verification of implementation via unit, functional and integration testing.   The individual would have responsibility for working closely with Cross Functional team members and other member of SW teams to understand requirements and SW Architecture for design and development of BackEnd SW components and Services for OnPrem and Hosted SW deployments in a fast-paced, high-demand Windows Server environment.   Minimum Qualifications:     4-year Bachelor s Degree in Computer Science/Engineering or Electronics/Electrical Engineering. Other majors considered will be MSc. in MIS, Applied Math, Masters in Computer Applications     A minimum of 4 years of post-educational professional experience in Medical Device Software Development.     Hands on experience in working closely with other SW Team members, FrontEnd developers to provide BackEnd Services, Features and Components using .Net, .Net Core platform.     Hands on Experience in implementing and maintaining services and backend applications using service-oriented architecture and scalable server side technologies on .net and .net Core platform.     Hands on Experience working with TypeScript, Javascript, IIS, Json, Rest services.     Hands on Experience working with dev and API tools like Swagger, Postman and Chrome Dev Tools.     Experience developing Functional Unit and Integration Tests/Mocks for developed components and Services.     Hands on Experience with developing consumer friendly backend services and APIs in a reliable and fault tolerant way.     Hands on experience working with Virtualized and Containerized deployments.     Hands on experience working with Relational databases e.g. Microsoft SQL Server and Postgres.     Hands on experience working with C# unit testing frameworks e.g. nUnit, MSTest or xUnit.net.     Strongly desired to have worked with refactoring of existing components and services to autonomous sub-components and services.     Ability to generate technical documentation for design capture     Working knowledge of applicable standards for medical devices: FDA QSR, ISO 13485, ISO 14971.     Experience with Software Maturity Models and Agile Scrum methodologies.     Desired Qualifications:     Master s Degree in Computer Science/Engineering or Electronics/Electrical Engineering. Other majors considered will be Masters degrees in MIS, Applied Math and Computer Applications     5+ years of professional experience.     Previous experience with Intended Use Validation in Medical device SW development environment.     Experience working with development and deployment of data reports using Reporting solutions e.g. SSRS, PowerBI etc.     Competencies:   Excellent written & verbal communication skills    Self-directed with the ability to learn and adapt quickly to new technologies and trends  
BD is a global medical technology company that is advancing the world of health by improving medical discovery, diagnostics and the delivery of care. BD leads in patient and health care worker safety and the technologies that enable medical research and clinical laboratories. The company provides innovative solutions that help advance cellular studies and genomics, enhance the diagnosis of infectious disease and cancer, improve medication management, promote infection prevention, equip surgical and interventional procedures, optimize respiratory care and support the management of diabetes. The company partners with organizations around the world to address some of the most challenging global health issues. BD has more than 45,000 associates across 50 countries who work in close collaboration with customers and partners to help enhance outcomes, lower health care delivery costs, increase efficiencies, improve health care safety and expand access to health.",https://www.naukri.com/job-listings-senior-software-engineer-bd-bengaluru-bangalore-5-to-10-years-010620500538?src=jobsearchDesk&sid=1591974406629618&xp=19&px=5
Software Engineer  C++ / C# on Windows,RANDSTAD INDIA PVT LTD3.9(770 Reviews),Bengaluru,"
We are hiring software developer for one of out client dealing with Identity Access Management product(IAM).
Job: Software Engineer - (C++/C# on Windows)Experience: 3 to 8 yearsLocation: Bangalore
Roles/Responsibilities:Design, build, and maintain efficient, reusable, and reliable Windows applications - CP/Gina, Custom AD Password Filers, Internet Explorer Extensions etc.Work closely with engineers from other technologies to develop new products/modulesImplement performance and quality modulesIdentify bottlenecks and bugs, and devise solutions to these problemsHelp maintain code quality, organization, and automatizationAdhere to project timelines and deliver with utmost quality
Skill SetExperience in C++, VC++, Windows API, Visual Studio, Windows Socket Programming Client/Server Programming, Win32 / Windows SDK, Database concepts, MFC, SQL, WPFExposure or willingness to learn and work in C#.Know-how about memory management and optimization concepts.Working experience with SQL Server databases and writing SQL queries is highly desirable.Working experience in various windows operating system environments.Working experience with Team Foundation Server (TFS) and Git repository.Excellent communication skills, both written and verbalUnderstanding of software development lifecycle and exposure to AGILE and SCRUM methodologies.Strong analytical and problem-solving skillsExcellent communication skills, both written and verbalDomain knowledge on Identity & Access Management and exposure to Active Directory is an added advantage

Client of Randstad",https://www.naukri.com/job-listings-software-engineer-c-c-on-windows-randstad-india-pvt-ltd-bengaluru-bangalore-3-to-8-years-010620006032?src=jobsearchDesk&sid=1591974406629618&xp=20&px=5
Sector Expert/Senior Engineer - Civil Engineering - Tamil Nadu,Feedback Infra Private Limited4.1(334 Reviews),"Palakkad, Madurai, Salem","
Upcoming Railway Project in Tamil Nadu

Location - Following are the sections

Madurai-Manamadurai
Salem-Vriddhachalam
Vriddhachalam-Cuddalore Port
Dindigul - Palani - Palakkad
Pollachi - Podanur
Shoranur - Nilambur
Sengottai - Tenkasi- 
Tirunelveli - Tiruchendur 
Virudhunagar - Tenkasi
Tiruchchirappalli - Karaikkudi

Qualification - Degree or Diploma  & Equivalent  in Civil   Engineering

Total Experience - 5 years  for degree or 10 years for diploma 

Relevant Experience - Construction of Earth work/ bridges/buildings in Railway/ Road/Irrigation works for at least 3 year for degree or 5 years for diploma.

Job Responsibility
Sector Expert           (Civil) 
He will be responsible to provide technical expertise in installing and maintaining railway Civil Engineering works and review design/drawings in respect of all Civil Engineering woks. Responsible for construction planning, monitoring progress of Civil work, supervising/ensuring compliance of quality, safety standards at work sites, development of work procedures, billing /measurement, checking of all construction and all related activities for the assigned jurisdiction. He shall report to the Resident Engineer (Elect)/overall in-charge of the PMC contract.
Top-notch professionals required at all levels to support 'India's Leading Integrated Infrastructure Development Company FEEDBACK INFRA' heading for further expansion overseas besides its wide spread operations in various parts of India. Equipped with an understanding of critical success factors Feedback offers end to end engineering solutions to various client segment and executes assignments for both Government and Private sector.It's ever expanding Design Centers at Delhi and Bangalore with its state of art technology are a cut above the rest. It is leading the way amidst tough competition with cutting edge technology being its forte and the order book multiplying many folds.",https://www.naukri.com/job-listings-sector-expert-senior-engineer-civil-engineering-tamil-nadu-feedback-infra-private-limited-palakkad-palghat-madurai-salem-5-to-10-years-160420002189?src=jobsearchDesk&sid=15919744110488583&xp=1&px=6
Want HOD Civil Engineering For a Reputed University at Bhubneshwar,ABC Consultants Pvt Ltd,Bhubaneshwar,"
We are working on role of HOD Civil Engineering for a very reputed University at Bhubneshwar.
Job profile:
1. To take advise/sanction from the Vice Chancellor for implementation of academic, co-curricular and extracurricular activities. 
2. Assigns duties to teaching and non-teaching staff of the Department. 
3. With the help of the Program coordinator ensures allocation of workload (teaching load and practical load) to all faculty members and technical non-teaching staff. 
4. To co-ordinate with the teaching and non-teaching staff of the department for smooth function of conduction of academic, co-curricular and extracurricular activities of the department. 
5. To present the departmental budget/requirement to the Vice Chancellor. 
6. To take the lesson plan from the teachers and ensures they follow the plan and syllabi is completed in the stipulated time. 
7. To ensure smooth conduct of examinations including paper setting, assessment of theory and lab. 
8. To submit Recommendations, if any, to the examination committee for processing of results. 
9. To ensure purchases and maintenance of stock registers are done properly by the Laboratory Manager. 
10. To ensure Quality, Maintenance and cleanliness of the department. 
11. To recommend leave of the departmental Colleagues. 
12. To motivate faculty towards Research Proposals to various research funding agencies such as AICTE, DST, DRDO, etc. 
13. To encourage research/innovative programs in the department.
Ideal CandidateMust be working as an Associate Professor/ Professor in a reputed Engineering UG / PG Institute/ University of repute.Must be an M.Tech + Ph.D. awarded in the relevant domain with an experience of at least 10+ years.Salary+Accommodation will be provided by University.
Initial rounds of interview is going to be over SKYPE.
Interested candidates may share their profile with us at surabhi.gupta@abcconsultants.in
Thanks & Regards,Surabhi
Leading Recruitment co. in higher Education",https://www.naukri.com/job-listings-want-hod-civil-engineering-for-a-reputed-university-at-bhubneshwar-abc-consultants-pvt-ltd-bhubaneshwar-12-to-20-years-130420000751?src=jobsearchDesk&sid=15919744110488583&xp=2&px=6
Project Associate-I (PA-I) - Mechanical Engineering,National Institute of Technology Silchar4.1(104 Reviews),Silchar,"
 Advt No.: NITS/Dean(RC)/ME/540/02/ 2020 Date: 22-05-2020
 
Applications are invited from Indian citizens for a temporary post of Project Associate-I (PA-I) for the DST sponsored project in the Department of Mechanical Engineering, NIT Silchar.
 
Title of the project: Development and testing of Nano-doped hybridized biodiesel as pilot fuel for hydrogen duel fuel operation in a Stationary CI engine
 
Sponsored Agency: DST
 
Project sanction number: DST/TMD/HFC/2K18/96(G)
 
No. of posts: 01
 
Duration: 03 years
 
Principal Investigator (P.I): Dr. Abhishek Paul
 
Age Limit: 35
 
Essential Qualification: Bachelor’s Degree in Mechanical Engineering from recognized University.
 
Desirable Experience: Master Degree in Thermal Engineering or Automobile Engineering with research experience in the field of IC Engine and combustion.
 
Last date of receiving/ submission of filled up application form: 15.06.2020
 
Reporting: Applicants are requested to submit their filled-up applications along with C.V. to the P.I. accompanying photocopies of all documents. Applicants are also requested to send the soft copy of the duly filled application along with C.V. & all necessary documents to the P.I through email (v1.abhishek@gmail.com) on or before 15-06-2020.
 
Date of interview, time, and venue: Shortlisted candidates will be informed through email.
 
For more information visit: http://www.nits.ac.in/recruitment/Project%20Associate%20for%20ME.pdf Perks and Benefits31,000/- per month",https://www.naukri.com/job-listings-project-associate-i-pa-i-mechanical-engineering-national-institute-of-technology-silchar-silchar-1-to-1-years-120620904792?src=jobsearchDesk&sid=15919744110488583&xp=3&px=6
Professor - Civil Engineering (PCIVU),Mizoram University,Aizawl,"
 Advertisment Nos : 1-47/Estt.I/15/419 Dated Aizawl, the 10th February, 2020  
  
 No. of Vacancies : 1 UR* 
  
 Description : Anticipated Vacancy: These are the vacant posts caused due to teacher retaining lien elsewhere and will be a clear vacancy only if the lien holder is permanently absorbed in the new post. These also include those posts which will be a clear vacancy due to superannuation of the present incumbent. 
 Desirable Specialization: Possession of desirable specialization is not a prerequisite for consideration of application against the vacant posts and such applicants claiming possession of desirable specialization shall not have additional weightage in the screening. Therefore, candidates not possessing the desirable specialization who are otherwise fulfilling the minimum qualifications as stated in the advertisement are also encouraged to apply. 
 Eligibility: 
 (i) Ph.D. degree in relevant field and First class or equivalent at either Bachelors or Masters level in the relevant branch. 
 (ii) Minimum of 10 years of experience in teaching/research/industry out of which at least 3 years shall be at a post equivalent to that of an Associate Professor. 
 (iii) At least 6 research publications at the level of Associate Professor in SCI journals/UGC/AICTE approved list of journals and at least 2 successful Ph.D guided as Supervisor/Co-supervisor. 
 OR At least 10 research publications at the level of Associate Professor in SCI journals/UGC/AICTE approved list of journals. 
 How to Apply: 
 The application along with Bank Draft/MZU Receipt may be submitted to the Joint Registrar, Establishment, Mizoram University, Aizawl, Mizoram - 796004. Applications shall be submitted by superscribing the post applied for along with the Post Code on the envelope.  
  
 For more details : https://mzu.edu.in/wp-content/uploads/2020/05/Notification_Last-Date-of-Receipt-of-Application.pdf, https://mzu.edu.in/wp-content/uploads/2020/03/MZU_Teaching-Advertisement_Updated.pdf  
  
  Perks and Benefits1,44,200 per month in Academic Level 14",https://www.naukri.com/job-listings-professor-civil-engineering-pcivu-mizoram-university-aizawl-10-to-15-years-080620902968?src=jobsearchDesk&sid=15919744110488583&xp=4&px=6
"Sr. Engineering Executive,/Asst. Manager-FMD _ Bangalore",RANDSTAD INDIA PVT LTD3.9(770 Reviews),Bengaluru,"
Job Title: Sr. Engineering Executive,/Asst. Manager-FMD
Experience: 4 - 8 years
Qualification: Minimum Diploma with 6-8 yrs / BE-4-5 yrs
Reporting to the General Manager

Job Description:
Managing multiple Site Operations,
Vendor Management
Client Interaction
Site Crew management
Billing-Electricity/water etc
Co-ordination with Admin etc

If Interested please share updated resume with below details
usha.2055352@randstad.co.in
Total Experience:Current CTC:Expected CTC:Notice Period:Current Location:Willing to work in Bangalore location:


Facility Management",https://www.naukri.com/job-listings-sr-engineering-executive-asst-manager-fmd-bangalore-randstad-india-pvt-ltd-bengaluru-bangalore-4-to-7-years-290420004175?src=jobsearchDesk&sid=15919744110488583&xp=5&px=6
Manufacturing Engineering - Machine Shop - Steel Castings,Sanmar Matrix Metals Limited4.3(12 Reviews),Trichy,"
Position: Maufacturing Engineering - Machine Shop
Qualification: BE Mechanical - Full Time

Work Location: Viralimalai
Total Experience: 6 years - 8 years

Job Content:
Provide technical support to production to achieve optimum utilisation of resources.

Key Responsibilities:
* Release/Upkeep of Drawings-revisions, technical documentation and work procedures

* Drawing / Design creation for process / stage drawings and Maintenance
* Study of new jigs and fixtures design ,procurement of the same and validation.
* Establishing process routing for new development parts as well as updation of existing parts
* Carry out new product developments/application related requirements
* Trouble shooting and resloving shop floor issues - manufacturing EngineeringRequired Candidate profileLooking for candidates with exposure to Machine Shops which are machining steel castings or with exposure to Valves.

The Steel Castings Division business comprises Sanmar Matrix Metals in Viralimalai Trichy, India.The foundries provide a wide range of castings, machining and tooling services to its global customers in industry segments such as Valves, Oil-Field, Nuclear, Military, Construction, Mining and Locomotive/Transit.",https://www.naukri.com/job-listings-manufacturing-engineering-machine-shop-steel-castings-sanmar-matrix-metals-limited-trichy-6-to-10-years-200520005381?src=jobsearchDesk&sid=15919744110488583&xp=6&px=6
Engineering Opportunities For Returning Indians in O&G Industry,ManpowerGroup Services India Private Limited,Coimbatore,"
Warm Greetings from ManpowerGroup India!!! If you're anIndianlooking  toreturnhome to continue building yourcareer in Oil &  Gas Industry, we'd like to get in touch. We are recruiting for the below positions and we would be  delighted to hear from the professionals with the right experience to help us  achieve our ambitious goals.   Process/Chemical Engineers (5 to 10 yrs)  Offshore Structural Engineers (5 to 10 yrs)  Structural Managers (10 to 15 yrs)  Candidates open to work in an South Indian location can  forward your resumes to prsanth.g@experisonline.com /mercy.priya@in.experis.com
 Please note that only shortlisted candidates will be  notified.
Leading Oil & Gas Industry",https://www.naukri.com/job-listings-engineering-opportunities-for-returning-indians-in-o-g-industry-manpowergroup-services-india-private-limited-coimbatore-5-to-10-years-130420003988?src=jobsearchDesk&sid=15919744110488583&xp=7&px=6
Hiring For Engineering - Operators @ Palghar,Bliss GVS Pharma Ltd.,Mumbai,"
Perform planned preventive maintenance & instrument calibrations for effective maintenance and adherence to standards.Handle breakdown maintenance to avoid recurrence and maintain continuous process operations.Follow HSE safety standards to maintain high level of Safety during maintenance so as to avoid major breakdown and report accidents/ incidencesPerform Material and Spare management and issue Consumables, spares, materials, logbook etc. in order to avoid delays due to unavailability of materials
Bliss GVS is a fast-growing Pharmaceutical Company with a proven track record of developing, manufacturing and marketing high quality pharmaceutical formulations at affordable prices for the global market. We are a public limited company listed on India's National Stock Exchange and Bombay Stock Exchange with more than three decades of industry expertise.

We are among the world leaders in Suppositories and Pessaries dosage forms with one of the largest portfolios in this segment. Over the last decade, we have acquired definitive know-how in other dosage forms & therapeutic segments, which is exemplified by our ever-expanding product offering across more than sixty countries.

With significant expansion in R & D, Manufacturing & Marketing capabilities, we are poised for an accelerated rate of growth which makes for very exciting times at Bliss GVS.",https://www.naukri.com/job-listings-hiring-for-engineering-operators-palghar-bliss-gvs-pharma-ltd-mumbai-1-to-5-years-050520004543?src=jobsearchDesk&sid=15919744110488583&xp=8&px=6
Production Engineering Tools Senior Manager/Director,"salesforce.com, inc.",Hyderabad,"
 The Salesforce Production Engineering Tools team is looking for an experienced software development leader to join our software engineering team. Are you the one? Salesforce applications deliver billions of transactions every day, and the Production Engineering Tools team develops products for monitoring, incident management, managing service availability (Salesforce force.com IT Service Management tools), and socializing our service quality (trust.salesforce.com). We value great user experience for all of our tools, and need your help to build products that people love to use. 
 
 Once deployed, your products will be in use 24/7/365 by Site Reliability, Support and Service Owners globally. 
 You will have the opportunity to own your own destiny by taking ideas from design to delivered products. Our team runs an agile devops environment to continuously release products to wow our customers. 
 
 We look to lead the industry by sharing our work at conferences and the open source community. Our Refocus tool ( https: /  / github.com / salesforce / refocus ) is one example of our open source contributions. If you love leading teams to bring software concepts to life, this is your dream job! 
 
  Responsibilities:  
 As a leader on the Production Engineering Tools team, you will be asked to:    Provide technical guidance, career development, and mentoring to team members so they do the best work of their lives. Be accountable for not only the work the team does but the people on the team.   Drive the standards and execution of continuous integration and continuous deployment for the products your team owns.     Work with product management and business users to understand their requirements and architect new solutions.   Own and refine the engineering roadmap to support initiatives and systematically eliminate tech debt to create a scalable product.   Partner and build relationships across the Production Engineering Tools team and larger engineering organization to influence cross organization collaboration and initiatives.   Ensure the 24x7 availability of your products by creating high software quality standards and organizing incident response. Participate in on-call escalations rotation to maintain hands-on skills and ruthlessly drive resiliency features back into your products.   Maintain and foster our Ohana culture by interviewing and hiring only the most qualified individuals with an eye towards diversity   Ensuring teams have clear priorities and adequate resources    
  Required Skills and Experience:  
 This opportunity is excellent for experienced managers who have shown the ability to lead and influence teams.    BS/MS degree in CS or EE or closely related field or equivalent practical experience.   4+ years of experience managing software engineering teams (mentoring junior engineers, setting technical direction, teaching soft-skills etc.).   3 years Agile development leadership as Scrum master or Kanban master.   Hands-on professional programming experience in one of the following: Java, Javascript, node.js, C++ or Python.   Ability to communicate persuasively and clearly with people of varying levels of technical background.   Strong verbal and written communication skills, organizational and time management skills.   Solid knowledge of professional software engineering best practices including coding standards, code reviews, SCM, CI/CD, build processes, testing, and operations.   Experience in communicating with users, other technical teams, and product management to understand requirements, describe software product features, and technical designs.   Proven track record of delivering successfully within aggressive timelines.     Desired Skills  
    Good understanding of private and public cloud design considerations and limitations in the areas of virtualization, global infrastructure, distributed systems, load balancing, networking, massive data storage, and security.   Solid foundation in design, data structures and algorithms, and strong analytical and debugging skills with customer-facing products experience.   Development experience using Heroku and Open Source technologies.   Experience with short release cycles, the full software lifecycle, and experience working on a product that s been released for public consumption   Manage a 24x7 service.   Large systems software design and development experience, including experience in Linux.  
Salesforce is the Customer Success Platform. Our social and mobile cloud technologies??including our flagship sales and CRM applications??help companies connect with customers, partners, and employees in entirely new ways.",https://www.naukri.com/job-listings-production-engineering-tools-senior-manager-director-salesforce-com-inc-hyderabad-secunderabad-4-to-9-years-080620500148?src=jobsearchDesk&sid=15919744110488583&xp=9&px=6
Engineering Manager,Samyojak Consultancy Services,"Panjim, goa","
  Job Overview    We are seeking an experienced, detail-oriented engineering manager to manage and monitor engineering functions. You will be heading Contract Review Department and responsible for overseeing various engineering projects, processes, documentation and timelines and making any necessary adjustments in order to ensure successful completion.    Responsibilities    - Serve as the engineering leader and technical expert.   - Answer questions and resolve issues brought forth by the engineering team members.   - Create detailed engineering plans, processes, and procedures for engineering staff to use and abide by.   - Check and confirm the accuracy of the work performed and the methods used by engineering staff.   - Conduct various tests and quality assurance checks to verify the quality of completed projects.   - Monitor and determine various staffing and training needs.   - Spearhead various research and development initiatives to identify opportunities for new projects and improved processes.   - Communicate and collaborate with Clients for documentation / drawings submission and approvals.   - Issuance of BOM to procurement and production departments.   - Coordination with QC for final inspections / testing requirements, etc.   - Prepare and deliver various engineering-related presentations, both internally and externally.    Requirements and Qualifications  
   - Engineering Graduate. (Instrumentation Engg will be preferred) 
   - 8 to 10 years of experience in Engineering & Design Department with at least 2 to 4 years in senior position handling a team of engineers.    - Experience in Instrumentation Industry will be preferred.   - Analytical and mathematical mind, capable of evaluating and solving various complex problems   - Leadership skills necessary to manage and develop a team.   - Organizational competencies and project management skills to keep projects, processes, and the entire engineering team on track.   - Self-motivated attitude with the ability to multitask and thrive in a timeline-driven environment.   - Interpersonal communication skills with expertise in distilling complicated topics to a broader audience.   - Ability to work individually and as part of a team.   - Computer operations and relevant work related applications knowledge essential. 
Recruitment and placement unit providing appropriate human resources in multiple disciplines across a Specializing in entry, middle and senior level placements and head hunting assignments.",https://www.naukri.com/job-listings-engineering-manager-samyojak-consultancy-services-panjim-panaji-goa-8-to-10-years-090620500387?src=jobsearchDesk&sid=15919744110488583&xp=10&px=6
No results,No results,No results,,https://www.naukri.com/job-listings-linux-systems-engineer-production-engineering-team-hft-1-6-yrs-crescendo-global-leadership-hiring-india-private-l-imited-delhi-ncr-gurgaon-1-to-6-years-100620000955?src=jobsearchDesk&sid=15919744110488583&xp=11&px=6
No results,No results,No results,,https://www.naukri.com/job-listings-software-engineering-lead-i-java-cloud-optum-global-solutions-india-private-limited-gurgaon-8-to-10-years-080620906206?src=jobsearchDesk&sid=15919744110488583&xp=12&px=6
